content,score,thumbsUpCount,at,texto_Traducido
"Die App ist ohne Bezahlung kaum sinnvoll nutzbar. Für 27,99 € je Monat bekomme ich bei der Konkurrenz romeo mehr als 3 Monate, eine deutlich bessere App, mehr (verifizierte) Kerle und eher reale Dates hin. Die App / Leistung finde ich deutlich zu teuer.",1,6,02/03/2024 12:30,"Die App ist ohne Bezahlung kaum sinnvoll nutzbar. Für 27,99 € je Monat bekomme ich bei der Konkurrenz romeo mehr als 3 Monate, eine deutlich bessere App, mehr (verifizierte) Kerle und eher reale Dates hin. Die App / Leistung finde ich deutlich zu teuer."
Extrem viel Werbung. Standortangabe total fehlerhaft,1,0,01/03/2024 03:04,Extrem viel Werbung. Standortangabe total fehlerhaft
"Drecks App. Man wird einfach so ""suspendiert"". Scheinbar muss man jedem bildlosen alten Sack antworten und sich von jedermann hässlicher Person nageln lassen damit man nicht gesperrt wird. Betrüger! 🖕",1,3,25/02/2024 16:21,"Drecks App. Man wird einfach so ""suspendiert"". Scheinbar muss man jedem bildlosen alten Sack antworten und sich von jedermann hässlicher Person nageln lassen damit man nicht gesperrt wird. Betrüger! 🖕"
Grindr hat mich unnötig gebannt obwohl ich volljährig bin. Ich finde keine E-Mail um mit Grindr Kontakt aufzunehmen und wenn ich es hier vllcht klappt dann bitte ich Grindr mein Account wieder freizuschalten bzw freizugeben oder so freundlich sind und mir ein neuen account machen zu lassen weil ich Volljährig bin und ein Anspruch auf liebe und dating habe,1,1,25/02/2024 11:06,Grindr hat mich unnötig gebannt obwohl ich volljährig bin. Ich finde keine E-Mail um mit Grindr Kontakt aufzunehmen und wenn ich es hier vllcht klappt dann bitte ich Grindr mein Account wieder freizuschalten bzw freizugeben oder so freundlich sind und mir ein neuen account machen zu lassen weil ich Volljährig bin und ein Anspruch auf liebe und dating habe
"Even though it's a bannable offense Grindr's support team decided against taking action against people who send unsolicited dick pics in 127+ cases. They also do not care to take down profiles of impersonators. Cannot recommend this app, as their support team does not take their job seriously.The cases are being documented and will be forwarded towards the competent authority of the European union,as Grindr's support team is actively supporting sexual harassment of their users by ignoring this.",1,0,23/02/2024 08:14,"Even though it's a bannable offense Grindr's support team decided against taking action against people who send unsolicited dick pics in 127+ cases. They also do not care to take down profiles of impersonators. Cannot recommend this app, as their support team does not take their job seriously.The cases are being documented and will be forwarded towards the competent authority of the European union,as Grindr's support team is actively supporting sexual harassment of their users by ignoring this."
Um es kurz zu machen - Es ist sehr enttäuschend. Diese App ist nur darauf ausgelegt um Geld aus der Tasche zu saugen. Für mehr ist es nicht gemacht. Eine Plattform um Leute kennenzulernen ist es leider nicht! Viele Bots und künstliche Intelligenz die dich hinters Licht führt! Die nervige Werbung ist das geringste Problem. Bewertung mit 3 Sternen im Jahr 2024? Ja zu Recht! Schämt euch Grindr! Eine Schande für die Community!,1,9,18/02/2024 05:25,Um es kurz zu machen - Es ist sehr enttäuschend. Diese App ist nur darauf ausgelegt um Geld aus der Tasche zu saugen. Für mehr ist es nicht gemacht. Eine Plattform um Leute kennenzulernen ist es leider nicht! Viele Bots und künstliche Intelligenz die dich hinters Licht führt! Die nervige Werbung ist das geringste Problem. Bewertung mit 3 Sternen im Jahr 2024? Ja zu Recht! Schämt euch Grindr! Eine Schande für die Community!
"Die App war sicher mal ne gute Idee. Sehr beschränkt in der Funktionalität, wenn man kein Geld zahlt. Gleichzeitig gibt es keinerlei Übersicht, welche Ausprägungen die Basis-Funktionen gegenüber Abos haben. Die Abos sind wahnwitzig teuer, ebenso wie die ""Boosts"". Absurde Preise. Wenn man nicht zahlt, wird man immer wieder unvorhersehbar mit Werbung zugeballert. Oft für ""My Fantasy"", was in der Öffentlichkeit sehr unangenehm sein kann, wenn der Ton laut ist. Und sehr lange Werbung. Delete.",2,4,15/02/2024 01:35,"Die App war sicher mal ne gute Idee. Sehr beschränkt in der Funktionalität, wenn man kein Geld zahlt. Gleichzeitig gibt es keinerlei Übersicht, welche Ausprägungen die Basis-Funktionen gegenüber Abos haben. Die Abos sind wahnwitzig teuer, ebenso wie die ""Boosts"". Absurde Preise. Wenn man nicht zahlt, wird man immer wieder unvorhersehbar mit Werbung zugeballert. Oft für ""My Fantasy"", was in der Öffentlichkeit sehr unangenehm sein kann, wenn der Ton laut ist. Und sehr lange Werbung. Delete."
"Wenn ich noch eine Total Battle Werbung in voller länge (1-2 min) angucken darf nachdem ich nur den Chat geöffnet habe, dann... ja weiß ich auch nicht, aber es nervt. Es ist vor allem immer diesselbe und man kann sie einfach nicht überspringen. Ich guck mir also regelmäßig beim Chats öffnen 1-2 min ein Gameplay von einem Free 2 Play Game an.",2,18,11/02/2024 16:55,"Wenn ich noch eine Total Battle Werbung in voller länge (1-2 min) angucken darf nachdem ich nur den Chat geöffnet habe, dann... ja weiß ich auch nicht, aber es nervt. Es ist vor allem immer diesselbe und man kann sie einfach nicht überspringen. Ich guck mir also regelmäßig beim Chats öffnen 1-2 min ein Gameplay von einem Free 2 Play Game an."
"Grindr ist eine der schlechtesten und aufgrund seiner vielen User dennoch eine der bedeutendsten Apps. Nachrichten verschwinden so schnell wie manche Profile. Die App muss (bei mir) ständig neu gestartet werden. Sehr viele Fakeprofile (von Grindr !!), GPS hängt oft mehrere Tage. Ohne VIEL Geld zu bezahlen sieht man nur eine handvoll User! Gegen Faker wird NICHTS getan. Eine App mit Potential nach unter!",2,7,09/02/2024 20:24,"Grindr ist eine der schlechtesten und aufgrund seiner vielen User dennoch eine der bedeutendsten Apps. Nachrichten verschwinden so schnell wie manche Profile. Die App muss (bei mir) ständig neu gestartet werden. Sehr viele Fakeprofile (von Grindr !!), GPS hängt oft mehrere Tage. Ohne VIEL Geld zu bezahlen sieht man nur eine handvoll User! Gegen Faker wird NICHTS getan. Eine App mit Potential nach unter!"
"Diese App hat immer mehr Einschränkungen und Probleme mit Versenden von Nachrichten. Sie wir immer mehr unbrauchbarer, jetzt kann ich gerade mal 3 Profile öffnen schade.",1,6,09/02/2024 02:20,"Diese App hat immer mehr Einschränkungen und Probleme mit Versenden von Nachrichten. Sie wir immer mehr unbrauchbarer, jetzt kann ich gerade mal 3 Profile öffnen schade."
"Absoluter Schrott, die App ist einfach nur vollkommen verbuggt, da funktioniert 0. Zum nützlich sein braucht man Abo und das vollkommen überteuert. Bezweifle das die Bugs durch Abo behoben sind",1,2,02/02/2024 19:16,"Absoluter Schrott, die App ist einfach nur vollkommen verbuggt, da funktioniert 0. Zum nützlich sein braucht man Abo und das vollkommen überteuert. Bezweifle das die Bugs durch Abo behoben sind"
"Hi Leute finden, Chaten, Bilder oder Videos senden etc. funktioniert sehr gut. Das störende für mich ist die massive Werbung. Grüße J",3,0,23/01/2024 03:37,"Hi Leute finden, Chaten, Bilder oder Videos senden etc. funktioniert sehr gut. Das störende für mich ist die massive Werbung. Grüße J"
Profile laden nicht und es erscheint andauernd die Meldung das mein Standort nicht zu bestimmen wäre . Schade..,3,1,08/01/2024 21:15,Profile laden nicht und es erscheint andauernd die Meldung das mein Standort nicht zu bestimmen wäre . Schade..
"Ich nutze die App schon eine ganze Weile und muss sagen, schade schade. Nicht nur das die Profile, die angezeigt werden, echt wenige sind ohne Extra, sondern nqch fast jeder Nachricht Werbung. Das finde ich echt übertrieben und schade. Dazu ist es mehr als verwunderlich welche ladeprobleme und ""Nachrichten konnte nicht gesendet werden"" vorkommen. Komischerweise ist das bei Xtra nicht so. Da fühlt man sich echt veräppelt.",2,88,04/01/2024 17:05,"Ich nutze die App schon eine ganze Weile und muss sagen, schade schade. Nicht nur das die Profile, die angezeigt werden, echt wenige sind ohne Extra, sondern nqch fast jeder Nachricht Werbung. Das finde ich echt übertrieben und schade. Dazu ist es mehr als verwunderlich welche ladeprobleme und ""Nachrichten konnte nicht gesendet werden"" vorkommen. Komischerweise ist das bei Xtra nicht so. Da fühlt man sich echt veräppelt."
"Man wird andauernd von Bots von ""Daddys"" oder Sexpartys angeschrieben, die App verbraucht Unmengen an Datenvolumen und Akku. Wenn man sie über eine Benachrichtigung öffnet, verliert man sofort die Internetverbindung und muss sie nochmal starten. Die App verliert generell andauernd die Verbindung. Die andauernd aufploppende Werbung ist dazu noch extrem nervig und schlecht wegzuklicken, sodass man lieber nochmal die App neu startet. Nachrichten werden oft einfach nicht abgeschickt. Totaler Abfall.",1,28,03/01/2024 17:47,"Man wird andauernd von Bots von ""Daddys"" oder Sexpartys angeschrieben, die App verbraucht Unmengen an Datenvolumen und Akku. Wenn man sie über eine Benachrichtigung öffnet, verliert man sofort die Internetverbindung und muss sie nochmal starten. Die App verliert generell andauernd die Verbindung. Die andauernd aufploppende Werbung ist dazu noch extrem nervig und schlecht wegzuklicken, sodass man lieber nochmal die App neu startet. Nachrichten werden oft einfach nicht abgeschickt. Totaler Abfall."
Viel fake und scam❕️,2,2,03/01/2024 16:03,Viel fake und scam❕️
"Die App wird immer nur teurer. Bin beruflich von Deutschland nach Bulgarien gezogen. Hier kostet unlimited 83.99 Leva. Das sind für einen Bulgaren so viel wie 100 Euro. Wäre nicht so das Problem. Aber es wird sich nicht darum gekümmert das die App vernünftig läuft. Laufend Aussetzer das Inhalte nicht geladen werden können. Im Monat möchte Ich sagen, dass die App 30% nicht funktioniert. Hauptsache Geld kassieren. Hoffe ,dass da bald mal ein Umdenken statt findet. Derzeit ein Stern schon zu viel",1,1,02/01/2024 14:55,"Die App wird immer nur teurer. Bin beruflich von Deutschland nach Bulgarien gezogen. Hier kostet unlimited 83.99 Leva. Das sind für einen Bulgaren so viel wie 100 Euro. Wäre nicht so das Problem. Aber es wird sich nicht darum gekümmert das die App vernünftig läuft. Laufend Aussetzer das Inhalte nicht geladen werden können. Im Monat möchte Ich sagen, dass die App 30% nicht funktioniert. Hauptsache Geld kassieren. Hoffe ,dass da bald mal ein Umdenken statt findet. Derzeit ein Stern schon zu viel"
"Nach dem ich mehrmals eine Person gemeldet habe, die offensichtlich meine Bilder verwendet, ist einfach gar nichts passiert. Hier ist wirklich niemand interessiert daran diese App halbwegs frei von Scammern zu halten.",1,5,26/12/2023 20:01,"Nach dem ich mehrmals eine Person gemeldet habe, die offensichtlich meine Bilder verwendet, ist einfach gar nichts passiert. Hier ist wirklich niemand interessiert daran diese App halbwegs frei von Scammern zu halten."
Wirklich schlecht ....alle paar min ist der gespeicherte Standort weg .Dann werden auf einmal Profile in der nähe angezeigt bei denen es sich rausstellt das sie 800 km weit weg sind. Komischerweise sind bei mir fast alle Profile in anderen Sprachen geschrieben ....kann doch nicht sein das locker 90% ihr Profil nicht in deutsch schreiben . Seit neuem wird abgebucht bei mir aber die Besucher sehe ich trotzdem nicht bzw kann dann die Profile nicht öffnen usw Kann doch nicht war sein.,2,2,26/12/2023 16:42,Wirklich schlecht ....alle paar min ist der gespeicherte Standort weg .Dann werden auf einmal Profile in der nähe angezeigt bei denen es sich rausstellt das sie 800 km weit weg sind. Komischerweise sind bei mir fast alle Profile in anderen Sprachen geschrieben ....kann doch nicht sein das locker 90% ihr Profil nicht in deutsch schreiben . Seit neuem wird abgebucht bei mir aber die Besucher sehe ich trotzdem nicht bzw kann dann die Profile nicht öffnen usw Kann doch nicht war sein.
"Nach meiner Erfahrung die Dating-App mit den meisten Einschränkungen bzw. wenigsten Funktionen in der Gratisversion. Die Vollversion kostet 43 Euro im Monat. Die 9,90/Monat Version bietet Dinge, die ich persönlich in der Gratisversion nicht vermisst habe und war somit komplett nutzlos für mich",1,4,12/12/2023 02:46,"Nach meiner Erfahrung die Dating-App mit den meisten Einschränkungen bzw. wenigsten Funktionen in der Gratisversion. Die Vollversion kostet 43 Euro im Monat. Die 9,90/Monat Version bietet Dinge, die ich persönlich in der Gratisversion nicht vermisst habe und war somit komplett nutzlos für mich"
Nur mit Werbung vollgemüllt. Da sind andere Gayapps um vieles besser. Gleich wieder deinstalliert. Nicht zu empfehlen.,1,2,02/12/2023 14:05,Nur mit Werbung vollgemüllt. Da sind andere Gayapps um vieles besser. Gleich wieder deinstalliert. Nicht zu empfehlen.
"ACHTUNG BETRUG! Nach der Registrierung, bei der man 100 Captchas lösen muss, kommt beim Versuch, mich einzuloggen, immer ""Registrierungsfehler""... Auch nach dem Zurücksetzen des Passwortes, besteht das Problem weiterhin. Ich komme also nicht mal in den Genuss, mir die überschüssige Werbung anzusehen. Ich habe versucht, eine andere E-Mail Adresse zu installieren - genau dasselbe. Ich denke, die wollen einfach nur die Handynummer verkaufen, die man zum Registrieren angeben muss.",1,30,30/11/2023 18:01,"ACHTUNG BETRUG! Nach der Registrierung, bei der man 100 Captchas lösen muss, kommt beim Versuch, mich einzuloggen, immer ""Registrierungsfehler""... Auch nach dem Zurücksetzen des Passwortes, besteht das Problem weiterhin. Ich komme also nicht mal in den Genuss, mir die überschüssige Werbung anzusehen. Ich habe versucht, eine andere E-Mail Adresse zu installieren - genau dasselbe. Ich denke, die wollen einfach nur die Handynummer verkaufen, die man zum Registrieren angeben muss."
"Sowas von Besch.. geworden. Viel zu teuer, nur noch kriminelle faker da",1,2,29/11/2023 10:13,"Sowas von Besch.. geworden. Viel zu teuer, nur noch kriminelle faker da"
"Nach anfänglichen Schwierigkeiten und mit gelegentlichen Problemen eigentlich relativ gut. Viele nette Bekanntschaften nicht nur für Sextreffen, sondern auch zum finden von Freunden und Gleichgesinnten, zum gegenseitigen Austausch geeignet. Habe hier viele Freunde und vor allem die Liebe meines Lebens gefunden. Allerdings hat die App viele Macken und im kostenlosen Zustand sehr nervige, aufdringliche und sehr lange Werbeclips, deshalb nur vier Sterne.",4,3,26/11/2023 17:15,"Nach anfänglichen Schwierigkeiten und mit gelegentlichen Problemen eigentlich relativ gut. Viele nette Bekanntschaften nicht nur für Sextreffen, sondern auch zum finden von Freunden und Gleichgesinnten, zum gegenseitigen Austausch geeignet. Habe hier viele Freunde und vor allem die Liebe meines Lebens gefunden. Allerdings hat die App viele Macken und im kostenlosen Zustand sehr nervige, aufdringliche und sehr lange Werbeclips, deshalb nur vier Sterne."
"Selbst mit Premium Konto ist das App eine Katastrophe. Standort wird mit große Verzögerung ermittelt, Chat Daten werden beim jedes ausloggen gelöscht und dann wieder heruntergeladen was zu unotige Datenverbrauch und Zeitverlust führt. und oft funktioniert das App einfach nicht.",1,5,22/11/2023 01:34,"Selbst mit Premium Konto ist das App eine Katastrophe. Standort wird mit große Verzögerung ermittelt, Chat Daten werden beim jedes ausloggen gelöscht und dann wieder heruntergeladen was zu unotige Datenverbrauch und Zeitverlust führt. und oft funktioniert das App einfach nicht."
"Diese App wird immer schlechter. Nur Verbindungensprobleme...die Häufigkeit, dass es ohne Probleme funktioniert wird immer seltener. Da ist die Werbung das kleinste Übel. Die für diese App zahlen tun mir leid, wenn die App selten mal funktioniert",1,6,16/11/2023 12:27,"Diese App wird immer schlechter. Nur Verbindungensprobleme...die Häufigkeit, dass es ohne Probleme funktioniert wird immer seltener. Da ist die Werbung das kleinste Übel. Die für diese App zahlen tun mir leid, wenn die App selten mal funktioniert"
"Die Erfahrung mit Grindr ist enttäuschend. Die Werbung besteht größtenteils aus Profilen ohne Bilder, die unangemessen viele Informationen anfordern, was ein potentielles Sicherheitsrisiko darstellt. Zusätzlich ist die Häufigkeit von 30-Sekunden-Werbespots nach dem Schließen von Chats überwältigend. Die App wird durch diese störenden Elemente praktisch unbrauchbar. Es wäre wünschenswert, wenn diese Probleme behoben würden, um die Nutzererfahrung zu verbessern.",1,69,14/11/2023 15:58,"Die Erfahrung mit Grindr ist enttäuschend. Die Werbung besteht größtenteils aus Profilen ohne Bilder, die unangemessen viele Informationen anfordern, was ein potentielles Sicherheitsrisiko darstellt. Zusätzlich ist die Häufigkeit von 30-Sekunden-Werbespots nach dem Schließen von Chats überwältigend. Die App wird durch diese störenden Elemente praktisch unbrauchbar. Es wäre wünschenswert, wenn diese Probleme behoben würden, um die Nutzererfahrung zu verbessern."
"Miserabel, der Support ist keine Hilfe bei Problemen",1,1,13/11/2023 11:55,"Miserabel, der Support ist keine Hilfe bei Problemen"
"Mit jedem Update bekommt man weniger und die Performanceprobleme häufen sich immer mehr. Soll man so dazu genötigt werden die Bezahlversion zu erstehen? Vielleicht sollte ich noch erwähnen, dass gerade gar keine Aktualisierung mehr erfolgt, weder von der Umgebungssuche, noch von der Besucherinnen, den Chatkontakten oder den Tapsen. Bringt die App erstmal zum Laufen bevor ihr dafür abkassieren wollt!",1,4,06/11/2023 12:38,"Mit jedem Update bekommt man weniger und die Performanceprobleme häufen sich immer mehr. Soll man so dazu genötigt werden die Bezahlversion zu erstehen? Vielleicht sollte ich noch erwähnen, dass gerade gar keine Aktualisierung mehr erfolgt, weder von der Umgebungssuche, noch von der Besucherinnen, den Chatkontakten oder den Tapsen. Bringt die App erstmal zum Laufen bevor ihr dafür abkassieren wollt!"
"Vollgepackt mit nerviger Werbung, wo das X so klein wie nur möglich ist, Limitierung wie viel du sehen kannst und schreiben kannst etc. Tut es euch nicht an",1,3,04/11/2023 19:24,"Vollgepackt mit nerviger Werbung, wo das X so klein wie nur möglich ist, Limitierung wie viel du sehen kannst und schreiben kannst etc. Tut es euch nicht an"
Teils werden fremde Bilder in den Profilen eingebendet..Datenschutz und Copyrightverstoß!!! WERBUNG GRENZT SCHON AN NÖTIGUNG. BEIM WEGKLICKEN ÖFFNET SICH ABER DAS NÄCHSTE FENSTER USW. WUCHERGRBÜHREN. Eine der schlechtesten Apps übererhaupt. Extrem AUFDRINGLICHE WERBUNG um Leute dazu zu bringen auf die vollkommen ÜBERTEUERTE Payversion umzusteigen. Orte nicht ersichtlich nur Km die seltenst stimmen. Und dafür wollt ihr fast 28Euro im Monat??? PLANET ROMEO ist VIEL BESSER und günstiger...,1,22,30/10/2023 01:14,Teils werden fremde Bilder in den Profilen eingebendet..Datenschutz und Copyrightverstoß!!! WERBUNG GRENZT SCHON AN NÖTIGUNG. BEIM WEGKLICKEN ÖFFNET SICH ABER DAS NÄCHSTE FENSTER USW. WUCHERGRBÜHREN. Eine der schlechtesten Apps übererhaupt. Extrem AUFDRINGLICHE WERBUNG um Leute dazu zu bringen auf die vollkommen ÜBERTEUERTE Payversion umzusteigen. Orte nicht ersichtlich nur Km die seltenst stimmen. Und dafür wollt ihr fast 28Euro im Monat??? PLANET ROMEO ist VIEL BESSER und günstiger...
"Werbung für verbindungsprobleme, mittlerweile nur noch ""Schrott""",1,2,29/10/2023 13:17,"Werbung für verbindungsprobleme, mittlerweile nur noch ""Schrott"""
"0⭐ basically an intransparent fraud and rip-off (since the app was sold) they want about 10-20€/month just to get rid of the adds, unlock some searchfilters and see a limited radius of profiles. For full use you have to pay another whopping 20-30€/month. Also lots of fake users and chatbots active. Of no use in rural areas. Only usable in big towns where you won't need it anyways. The companies subscription practices also violate numerous EU/Ger laws, but well. Don't pay! Waste of money!",1,12,26/10/2023 04:46,"0⭐ basically an intransparent fraud and rip-off (since the app was sold) they want about 10-20€/month just to get rid of the adds, unlock some searchfilters and see a limited radius of profiles. For full use you have to pay another whopping 20-30€/month. Also lots of fake users and chatbots active. Of no use in rural areas. Only usable in big towns where you won't need it anyways. The companies subscription practices also violate numerous EU/Ger laws, but well. Don't pay! Waste of money!"
"schlicht nutzlos geworden, werbe überfrachtet, Funktionen auf ein Minimum reduziert, überall Standort Fehler und im WLAN werden muckup Fehler abgezeigt wenn das Handy in 5G unterwegs ist, Werbung teilweise mehrfach verschachtelt und überlagert System Knöpfe (Zürück) ... so ist das Ding einfach unbrauchbar aber es gibt viele Escorts, dahin hat sich das Portal entwickelt, eine Bezahlplattform um noch mehr für escorts zu zahlen",1,7,16/10/2023 17:13,"schlicht nutzlos geworden, werbe überfrachtet, Funktionen auf ein Minimum reduziert, überall Standort Fehler und im WLAN werden muckup Fehler abgezeigt wenn das Handy in 5G unterwegs ist, Werbung teilweise mehrfach verschachtelt und überlagert System Knöpfe (Zürück) ... so ist das Ding einfach unbrauchbar aber es gibt viele Escorts, dahin hat sich das Portal entwickelt, eine Bezahlplattform um noch mehr für escorts zu zahlen"
"Yet another update and mock locations are still prohibited. This is the biggest BS I've ever seen. Grindr is endangering it's users who live in dangerous or narrow-minded parts of the world. Google Play Store should intervene. Yet sadly gays only have value when they spend money on exorbitant prices, so nothing will be done 👏slow clap 👏",1,13,16/10/2023 15:03,"Yet another update and mock locations are still prohibited. This is the biggest BS I've ever seen. Grindr is endangering it's users who live in dangerous or narrow-minded parts of the world. Google Play Store should intervene. Yet sadly gays only have value when they spend money on exorbitant prices, so nothing will be done 👏slow clap 👏"
Leider nimmt die Werbung aktuell völlig überhand. Teilweise sehr lange Videoclips die viel Datenvolumen fressen. Nach der Werbung gubt es nur so ein winzig kleines Schließen-Symbol bei dem man oft danaben tippt und dann natürlich direkt zur Seite des Werbetreibenden weitergeleitet wird ohne das zu wollen. Das Nutzererlebnis leidet massiv unter dieser Penetranten Werbung.,1,4,10/10/2023 23:04,Leider nimmt die Werbung aktuell völlig überhand. Teilweise sehr lange Videoclips die viel Datenvolumen fressen. Nach der Werbung gubt es nur so ein winzig kleines Schließen-Symbol bei dem man oft danaben tippt und dann natürlich direkt zur Seite des Werbetreibenden weitergeleitet wird ohne das zu wollen. Das Nutzererlebnis leidet massiv unter dieser Penetranten Werbung.
"Wer es schnell und billig will, sollte sich nicht über schnelle Werbung und billige Darknet-Angebote wundern. Zumal solche Apps ja viel über unser ach so buntes und tolerantes Leben aussagen sollten. Ich hoffe, dass die Frustrationstoleranz noch weiter ausgereizt wird, bis der Opfer-Status der queeren Community endlich durchbrochen wird. Wir leben im Jahr 2023: Da braucht es kein anonymes Dating mehr. Gut, dass die Schmerzgrenzen finanziell so ausgereizt werden!",5,1,09/10/2023 08:25,"Wer es schnell und billig will, sollte sich nicht über schnelle Werbung und billige Darknet-Angebote wundern. Zumal solche Apps ja viel über unser ach so buntes und tolerantes Leben aussagen sollten. Ich hoffe, dass die Frustrationstoleranz noch weiter ausgereizt wird, bis der Opfer-Status der queeren Community endlich durchbrochen wird. Wir leben im Jahr 2023: Da braucht es kein anonymes Dating mehr. Gut, dass die Schmerzgrenzen finanziell so ausgereizt werden!"
"Für diese App ist selbst ein Stern noch erheblich zuviel. Werbung, Werbung, Werbung.... und dann auch noch penetrant und aufdringlich, geradezu übergriffig und zu Lasten des Datenvolumens der Nutzer. Sorry, geht gar nicht. Warum man Gebühren für eine solche App zahlen soll, bei der eh der überwiegende Teil absolut Fakeprofile sind, erschließt sich mir nicht. Die Entwickler scheinen zu glauben, dass man mangels sehr großer Konkurrenz gleich doppelt kräftig absahnen kann - mit Gebühr und Werbung.",1,32,08/10/2023 13:07,"Für diese App ist selbst ein Stern noch erheblich zuviel. Werbung, Werbung, Werbung.... und dann auch noch penetrant und aufdringlich, geradezu übergriffig und zu Lasten des Datenvolumens der Nutzer. Sorry, geht gar nicht. Warum man Gebühren für eine solche App zahlen soll, bei der eh der überwiegende Teil absolut Fakeprofile sind, erschließt sich mir nicht. Die Entwickler scheinen zu glauben, dass man mangels sehr großer Konkurrenz gleich doppelt kräftig absahnen kann - mit Gebühr und Werbung."
"Wenn man schon Werbung benötigt um sich finanzieren zu können dann sollte man das Geld auch in die Programmierung und die server sicherheit stecken. Man hat das Gefühl dass die App mit jedem Update Schlechter wird. Toll wenn man Nachwuchsprogrammierer eine Chance gibt, aber Herrgott, muß es den die Grundschule sein? Und btw...... Egal was in der Werbung angezeigt wird und ist es noch so interessant...... Ich werde es weder nutzen noch kaufen",1,5,03/10/2023 14:31,"Wenn man schon Werbung benötigt um sich finanzieren zu können dann sollte man das Geld auch in die Programmierung und die server sicherheit stecken. Man hat das Gefühl dass die App mit jedem Update Schlechter wird. Toll wenn man Nachwuchsprogrammierer eine Chance gibt, aber Herrgott, muß es den die Grundschule sein? Und btw...... Egal was in der Werbung angezeigt wird und ist es noch so interessant...... Ich werde es weder nutzen noch kaufen"
"Warnung!! Werbung pur,laute Vollbild Videos die nicht deaktiviert werden können. Zusätzlich Banner die Alles Möglich verbergen. Fake Profile ohne Ende und nur welche die dir Geld aus die Tasche ziehen wollen, Abzock Farmen. Gemeldete Profile diesbezüglich bleiben. Man selbst wird grundlos ausgeschlossen ohne zu erklären weshalb oder eine Möglichkeit der Stellungnahm Pervers und ekelhaft überteuerten Preise umzusetzen. Es gibt zum Glück Romeo und Co. Preise bis knapp 30 €im Monat? Ohne Worte!",1,5,27/09/2023 00:28,"Warnung!! Werbung pur,laute Vollbild Videos die nicht deaktiviert werden können. Zusätzlich Banner die Alles Möglich verbergen. Fake Profile ohne Ende und nur welche die dir Geld aus die Tasche ziehen wollen, Abzock Farmen. Gemeldete Profile diesbezüglich bleiben. Man selbst wird grundlos ausgeschlossen ohne zu erklären weshalb oder eine Möglichkeit der Stellungnahm Pervers und ekelhaft überteuerten Preise umzusetzen. Es gibt zum Glück Romeo und Co. Preise bis knapp 30 €im Monat? Ohne Worte!"
Standort,5,0,20/09/2023 19:45,Standort
"Year on year the developers shut down features from previous versions innorder to make them paid only, instead to come up with new original ideas. Also mock locations don't work anymore, grindr is risking the safety and lives of its users by making their real location mandatory. Some people lose jobs or get killed because people go and find exactly where they are at.... worst app ever",1,3,19/09/2023 11:02,"Year on year the developers shut down features from previous versions innorder to make them paid only, instead to come up with new original ideas. Also mock locations don't work anymore, grindr is risking the safety and lives of its users by making their real location mandatory. Some people lose jobs or get killed because people go and find exactly where they are at.... worst app ever"
Voll die Abzocke-App!,1,4,17/09/2023 04:33,Voll die Abzocke-App!
"GPS funktioniert sehr schlecht. Der Standort wird nicht aktualisiert. Manchmal bin ich länger als 30 Minuten zu Hause und es werden immer noch Menschen angezeigt, die weit von mir entfernt sind.",1,4,13/09/2023 10:44,"GPS funktioniert sehr schlecht. Der Standort wird nicht aktualisiert. Manchmal bin ich länger als 30 Minuten zu Hause und es werden immer noch Menschen angezeigt, die weit von mir entfernt sind."
"Keine genaue Anzeige wie weit sind die User entfernt (in der Nähe von meiner Stadt obwohl ich schon ü100 km weit weg bin). Ohne eingeschalteten Standort zeigt nichts, man kann sich auch nicht ausloggen (was hat eine mir denm anderen zu tun habe 0 Ahnung). Hohe Daten und Batterie Verbrauch (eingeschaltete Standort?), ist man online innerhalb von 2-3 Std Akku wird leergesaugt. Und nein habe kein altes Smartphone mit einer Batterie mit 2k mAh 😉",3,0,09/09/2023 04:42,"Keine genaue Anzeige wie weit sind die User entfernt (in der Nähe von meiner Stadt obwohl ich schon ü100 km weit weg bin). Ohne eingeschalteten Standort zeigt nichts, man kann sich auch nicht ausloggen (was hat eine mir denm anderen zu tun habe 0 Ahnung). Hohe Daten und Batterie Verbrauch (eingeschaltete Standort?), ist man online innerhalb von 2-3 Std Akku wird leergesaugt. Und nein habe kein altes Smartphone mit einer Batterie mit 2k mAh 😉"
"Seit den letzten Updates ist die App tot. Keine Aktualisierung mehr. Nach Neuinstallation alle chats weg. Keine Sicherung auf Google gefunden, trotz regelmäßiger Sicherung. Und Werbung trotz Abo. Geht gar nicht. Update 06.11.2022 Als Extra User kann man ab sofort keine Besucher mehr öffnen. Wieder eine Funktion weniger. Update 30.08.23 keine Taps mehr möglich.",1,15,31/08/2023 13:13,"Seit den letzten Updates ist die App tot. Keine Aktualisierung mehr. Nach Neuinstallation alle chats weg. Keine Sicherung auf Google gefunden, trotz regelmäßiger Sicherung. Und Werbung trotz Abo. Geht gar nicht. Update 06.11.2022 Als Extra User kann man ab sofort keine Besucher mehr öffnen. Wieder eine Funktion weniger. Update 30.08.23 keine Taps mehr möglich."
Often doesn't refresh location or grid. Ads appear after leaving a chat. Which is very annoying when you left a chat because it was one of the very often occuring spam/scam bots,1,5,30/08/2023 09:47,Often doesn't refresh location or grid. Ads appear after leaving a chat. Which is very annoying when you left a chat because it was one of the very often occuring spam/scam bots
